datetime,charge_MW
2018-10-20 04:30:00,0
2018-10-20 05:00:00,0
2018-10-20 05:30:00,0
2018-10-20 06:00:00,0
2018-10-20 06:30:00,0
2018-10-20 07:00:00,0
2018-10-20 07:30:00,0
2018-10-20 08:00:00,0
2018-10-20 08:30:00,0
2018-10-20 09:00:00,0
2018-10-20 09:30:00,0
2018-10-20 10:00:00,0.452219837
2018-10-20 10:30:00,0.445318397
2018-10-20 11:00:00,1.20576311
2018-10-20 11:30:00,1.226271578
2018-10-20 12:00:00,1.65800158
2018-10-20 12:30:00,1.654565983
2018-10-20 13:00:00,1.626715781
2018-10-20 13:30:00,1.594912009
2018-10-20 14:00:00,1.346860697
2018-10-20 14:30:00,0.789371026
2018-10-20 15:00:00,0
2018-10-20 15:30:00,-0.858204962
2018-10-20 16:00:00,-1.26302432
2018-10-20 16:30:00,-1.319376379
2018-10-20 17:00:00,-1.413485782
2018-10-20 17:30:00,-1.423622441
2018-10-20 18:00:00,-1.321509021
2018-10-20 18:30:00,-1.225802793
2018-10-20 19:00:00,-1.081132312
2018-10-20 19:30:00,-0.947272793
2018-10-20 20:00:00,-0.656419234
2018-10-20 20:30:00,-0.457065536
2018-10-20 21:00:00,0
2018-10-20 21:30:00,0
2018-10-20 22:00:00,0
2018-10-20 22:30:00,0
2018-10-20 23:00:00,0
2018-10-20 23:30:00,0
2018-10-21 00:00:00,0
2018-10-21 00:30:00,0
2018-10-21 01:00:00,0
2018-10-21 01:30:00,0
2018-10-21 02:00:00,0
2018-10-21 02:30:00,0
2018-10-21 03:00:00,0
2018-10-21 03:30:00,0
2018-10-21 04:00:00,0
2018-10-21 04:30:00,0
2018-10-21 05:00:00,0
2018-10-21 05:30:00,0
2018-10-21 06:00:00,0
2018-10-21 06:30:00,0
2018-10-21 07:00:00,0
2018-10-21 07:30:00,0
2018-10-21 08:00:00,0
2018-10-21 08:30:00,0
2018-10-21 09:00:00,0
2018-10-21 09:30:00,0
2018-10-21 10:00:00,0.417350382
2018-10-21 10:30:00,0.412777457
2018-10-21 11:00:00,1.105684058
2018-10-21 11:30:00,1.125874309
2018-10-21 12:00:00,1.414818614
2018-10-21 12:30:00,1.414454094
2018-10-21 13:00:00,1.46210254
2018-10-21 13:30:00,1.431671272
2018-10-21 14:00:00,1.113633793
2018-10-21 14:30:00,1.080949713
2018-10-21 15:00:00,1.020683769
2018-10-21 15:30:00,-1.069262597
2018-10-21 16:00:00,-1.352557418
2018-10-21 16:30:00,-1.410868731
2018-10-21 17:00:00,-1.408290068
2018-10-21 17:30:00,-1.428007327
2018-10-21 18:00:00,-1.29230426
2018-10-21 18:30:00,-1.186314169
2018-10-21 19:00:00,-1.022768594
2018-10-21 19:30:00,-0.88443047
2018-10-21 20:00:00,-0.567108248
2018-10-21 20:30:00,-0.378046817
2018-10-21 21:00:00,0
2018-10-21 21:30:00,0
2018-10-21 22:00:00,0
2018-10-21 22:30:00,0
2018-10-21 23:00:00,0
2018-10-21 23:30:00,0
2018-10-22 00:00:00,0
2018-10-22 00:30:00,0
2018-10-22 01:00:00,0
2018-10-22 01:30:00,0
2018-10-22 02:00:00,0
2018-10-22 02:30:00,0
2018-10-22 03:00:00,0
2018-10-22 03:30:00,0
2018-10-22 04:00:00,0
2018-10-22 04:30:00,0
2018-10-22 05:00:00,0
2018-10-22 05:30:00,0
2018-10-22 06:00:00,0
2018-10-22 06:30:00,0
2018-10-22 07:00:00,0
2018-10-22 07:30:00,0
2018-10-22 08:00:00,0
2018-10-22 08:30:00,0
2018-10-22 09:00:00,0
2018-10-22 09:30:00,0
2018-10-22 10:00:00,0.323224184
2018-10-22 10:30:00,0.318397442
2018-10-22 11:00:00,1.227577322
2018-10-22 11:30:00,1.23316222
2018-10-22 12:00:00,1.384494173
2018-10-22 12:30:00,1.384144712
2018-10-22 13:00:00,1.379960199
2018-10-22 13:30:00,1.37741015
2018-10-22 14:00:00,1.202352333
2018-10-22 14:30:00,1.13113214
2018-10-22 15:00:00,1.038145126
2018-10-22 15:30:00,-0.889276056
2018-10-22 16:00:00,-1.265350168
2018-10-22 16:30:00,-1.326255431
2018-10-22 17:00:00,-1.449978082
2018-10-22 17:30:00,-1.457150771
2018-10-22 18:00:00,-1.362461457
2018-10-22 18:30:00,-1.257557354
2018-10-22 19:00:00,-1.055262344
2018-10-22 19:30:00,-0.884559786
2018-10-22 20:00:00,-0.643011046
2018-10-22 20:30:00,-0.409134773
2018-10-22 21:00:00,0
2018-10-22 21:30:00,0
2018-10-22 22:00:00,0
2018-10-22 22:30:00,0
2018-10-22 23:00:00,0
2018-10-22 23:30:00,0
