dateTimeUTC,demandMWtask2,PVMWtask2
2019-03-10 20:00:00,4.042475161,0.001215369
2019-03-10 20:30:00,3.812675025,0.001330316
2019-03-10 21:00:00,3.617918869,0.001215369
2019-03-10 21:30:00,3.309841109,0.001415193
2019-03-10 22:00:00,3.036588989,0.001553327
2019-03-10 22:30:00,2.681727684,0.001753151
2019-03-10 23:00:00,2.462271206,0.001630336
2019-03-10 23:30:00,2.268742813,0.001806736
2019-03-11 00:00:00,2.587834224,0
2019-03-11 00:30:00,2.549523701,0.00023371
2019-03-11 01:00:00,2.41572508,0
2019-03-11 01:30:00,2.349280723,0.00028646
2019-03-11 02:00:00,2.309114489,0
2019-03-11 02:30:00,2.264277438,0
2019-03-11 03:00:00,2.142671436,0
2019-03-11 03:30:00,2.109904392,0
2019-03-11 04:00:00,2.043256887,0
2019-03-11 04:30:00,1.999150076,0.00028646
2019-03-11 05:00:00,2.117034581,0
2019-03-11 05:30:00,2.233324339,0.00028646
2019-03-11 06:00:00,2.643004498,0.001449257
2019-03-11 06:30:00,2.978308897,0.017977238
2019-03-11 07:00:00,3.316142134,0.259245515
2019-03-11 07:30:00,3.550982157,0.46329236
2019-03-11 08:00:00,3.444778858,0.840074778
2019-03-11 08:30:00,3.440365687,1.30905211
2019-03-11 09:00:00,3.252204423,2.271381617
2019-03-11 09:30:00,3.223932301,2.429341555
2019-03-11 10:00:00,3.064147804,2.705515623
2019-03-11 10:30:00,3.006328253,3.101716042
2019-03-11 11:00:00,3.00832233,3.256684303
2019-03-11 11:30:00,2.959826392,3.168392181
2019-03-11 12:00:00,3.029050882,3.208052397
2019-03-11 12:30:00,2.97625145,3.08839345
2019-03-11 13:00:00,2.933041364,2.812736511
2019-03-11 13:30:00,2.880865011,2.93621397
2019-03-11 14:00:00,2.929797151,2.174996853
2019-03-11 14:30:00,2.941429255,2.02432847
2019-03-11 15:00:00,2.918630103,1.478702068
2019-03-11 15:30:00,3.075027882,1.187174201
2019-03-11 16:00:00,3.536075963,0.922017634
2019-03-11 16:30:00,3.854130986,0.686880231
2019-03-11 17:00:00,4.25777404,0.210339636
2019-03-11 17:30:00,4.36877409,0.066249073
2019-03-11 18:00:00,4.844196499,0.001938462
2019-03-11 18:30:00,4.766525315,0.001314193
2019-03-11 19:00:00,4.522022452,0.000600517
2019-03-11 19:30:00,4.322537295,0
2019-03-11 20:00:00,4.064314179,0
2019-03-11 20:30:00,3.845310541,0
2019-03-11 21:00:00,3.538419626,0.00045374
2019-03-11 21:30:00,3.267221655,6.49989E-05
2019-03-11 22:00:00,3.003675939,8.40425E-06
2019-03-11 22:30:00,2.648901234,0
2019-03-11 23:00:00,2.399309157,6.80685E-05
2019-03-11 23:30:00,2.2156216,0
2019-03-12 00:00:00,2.5246459,0.001432925
2019-03-12 00:30:00,2.486840138,0.001342028
2019-03-12 01:00:00,2.319056085,0.002083868
2019-03-12 01:30:00,2.247790707,0.001992971
2019-03-12 02:00:00,2.188729632,0.002188265
2019-03-12 02:30:00,2.144978581,0.002097368
2019-03-12 03:00:00,2.021702206,0.001165777
2019-03-12 03:30:00,1.989242762,0.001532882
2019-03-12 04:00:00,1.945173004,0.002563447
2019-03-12 04:30:00,1.911405466,0.003619462
2019-03-12 05:00:00,2.018470412,0.002471924
2019-03-12 05:30:00,2.126563777,0.001827836
2019-03-12 06:00:00,2.551072883,0.005182892
2019-03-12 06:30:00,2.885730417,0.01364255
2019-03-12 07:00:00,3.251037376,0.017110646
2019-03-12 07:30:00,3.570523786,0.059181541
2019-03-12 08:00:00,3.667629572,0.104012042
2019-03-12 08:30:00,3.706801611,0.197443843
2019-03-12 09:00:00,3.715997248,0.199145406
2019-03-12 09:30:00,3.71814194,0.257030785
2019-03-12 10:00:00,3.644055499,0.519679844
2019-03-12 10:30:00,3.601381839,0.505381167
2019-03-12 11:00:00,3.655682394,0.778223038
2019-03-12 11:30:00,3.625132069,0.564489901
2019-03-12 12:00:00,3.705590972,0.981804073
2019-03-12 12:30:00,3.664718167,0.748938322
2019-03-12 13:00:00,3.623810919,1.036078691
2019-03-12 13:30:00,3.572941015,0.956106663
2019-03-12 14:00:00,3.456898307,0.880885601
2019-03-12 14:30:00,3.4415041,0.698785663
2019-03-12 15:00:00,3.17872769,1.425899982
2019-03-12 15:30:00,3.346331919,1.165256739
2019-03-12 16:00:00,3.589664466,0.935325503
2019-03-12 16:30:00,3.928267987,0.670009553
2019-03-12 17:00:00,4.326443437,0.236221522
2019-03-12 17:30:00,4.451497373,0.101894051
2019-03-12 18:00:00,4.829872737,0.009334803
2019-03-12 18:30:00,4.778389142,0.007017642
2019-03-12 19:00:00,4.591567154,0.003767133
2019-03-12 19:30:00,4.375652747,0.001895875
2019-03-12 20:00:00,4.140348465,0.003030658
2019-03-12 20:30:00,3.907270756,0.003169596
2019-03-12 21:00:00,3.650419816,0.0028404
2019-03-12 21:30:00,3.353822637,0.003177583
2019-03-12 22:00:00,3.052951992,0.002944618
2019-03-12 22:30:00,2.699630809,0.003281802
2019-03-12 23:00:00,2.447789635,0.003021628
2019-03-12 23:30:00,2.288684879,0.003335387
2019-03-13 00:00:00,2.57426092,0.003220677
2019-03-13 00:30:00,2.532587108,0.003556848
2019-03-13 01:00:00,2.388271046,0.009823978
2019-03-13 01:30:00,2.317379566,0.010160148
2019-03-13 02:00:00,2.28147059,0.003327668
2019-03-13 02:30:00,2.236583993,0.003663838
2019-03-13 03:00:00,2.116532186,0.003327668
2019-03-13 03:30:00,2.081544446,0.003663838
2019-03-13 04:00:00,2.024683722,0.002679229
2019-03-13 04:30:00,1.985418981,0.003015399
2019-03-13 05:00:00,2.113269123,0.002670556
2019-03-13 05:30:00,2.217379619,0.003148645
2019-03-13 06:00:00,2.621500905,0.002081931
2019-03-13 06:30:00,2.951511135,0.020381898
2019-03-13 07:00:00,3.240460686,0.349331021
2019-03-13 07:30:00,3.480579565,0.521518767
2019-03-13 08:00:00,3.372652513,0.699457824
2019-03-13 08:30:00,3.369416412,1.016490459
2019-03-13 09:00:00,3.265250768,1.717047215
2019-03-13 09:30:00,3.217029023,2.131477833
2019-03-13 10:00:00,3.037140532,2.788739443
2019-03-13 10:30:00,2.949957075,3.331267595
2019-03-13 11:00:00,3.014597392,3.272097826
2019-03-13 11:30:00,2.98126644,3.267023087
2019-03-13 12:00:00,3.034285316,3.371193886
2019-03-13 12:30:00,2.971115193,3.402744532
2019-03-13 13:00:00,2.947005907,3.108311415
2019-03-13 13:30:00,2.898915496,3.028831005
2019-03-13 14:00:00,2.931415438,2.412435293
2019-03-13 14:30:00,2.920226299,2.206842422
2019-03-13 15:00:00,2.837929864,1.758441806
2019-03-13 15:30:00,3.046772062,1.391172528
2019-03-13 16:00:00,3.557135647,0.684445262
2019-03-13 16:30:00,3.905848148,0.45264408
2019-03-13 17:00:00,4.318219217,0.189648449
2019-03-13 17:30:00,4.454669168,0.061380982
2019-03-13 18:00:00,4.791621586,0.006641686
2019-03-13 18:30:00,4.732115601,0.002837718
2019-03-13 19:00:00,4.516982823,0.003399163
2019-03-13 19:30:00,4.317995827,0.001644909
2019-03-13 20:00:00,4.055725384,0.00273937
2019-03-13 20:30:00,3.833969741,0.003513515
2019-03-13 21:00:00,3.532616586,0.00273937
2019-03-13 21:30:00,3.259919906,0.003226221
2019-03-13 22:00:00,3.002769047,0.00273937
2019-03-13 22:30:00,2.649087294,0.003255993
2019-03-13 23:00:00,2.389628586,0.003679931
2019-03-13 23:30:00,2.208632836,0.003277451
2019-03-14 00:00:00,2.513312264,0
2019-03-14 00:30:00,2.47538994,0
2019-03-14 01:00:00,2.305800474,0
2019-03-14 01:30:00,2.235498823,0
2019-03-14 02:00:00,2.177359688,0
2019-03-14 02:30:00,2.134283403,0
2019-03-14 03:00:00,2.010894724,0
2019-03-14 03:30:00,1.977377938,0
2019-03-14 04:00:00,1.935435303,0
2019-03-14 04:30:00,1.893944994,0
2019-03-14 05:00:00,2.007414049,0
2019-03-14 05:30:00,2.106874251,0.000455797
2019-03-14 06:00:00,2.49636359,0
2019-03-14 06:30:00,2.838986919,0.006648242
2019-03-14 07:00:00,3.227409802,0.019156843
2019-03-14 07:30:00,3.527879992,0.071330875
2019-03-14 08:00:00,3.599049404,0.075500906
2019-03-14 08:30:00,3.639450377,0.185097635
2019-03-14 09:00:00,3.629663955,0.293100804
2019-03-14 09:30:00,3.612418186,0.516677499
2019-03-14 10:00:00,3.596477667,0.174446255
2019-03-14 10:30:00,3.552558729,0.235100329
2019-03-14 11:00:00,3.461261394,1.023761272
2019-03-14 11:30:00,3.441863852,0.821668744
2019-03-14 12:00:00,3.341266595,0.779351115
2019-03-14 12:30:00,3.310260999,0.85319531
2019-03-14 13:00:00,3.423883196,0.852966428
2019-03-14 13:30:00,3.368580466,0.719947636
2019-03-14 14:00:00,3.432306731,0.615597785
2019-03-14 14:30:00,3.429620133,0.468202442
2019-03-14 15:00:00,3.406118219,0.369892597
2019-03-14 15:30:00,3.576448699,0.180869311
2019-03-14 16:00:00,3.704284821,0.324027985
2019-03-14 16:30:00,4.022760219,0.231364965
2019-03-14 17:00:00,4.447364256,0.100376815
2019-03-14 17:30:00,4.591570743,0.010011762
2019-03-14 18:00:00,4.76870846,0
2019-03-14 18:30:00,4.717864513,0
2019-03-14 19:00:00,4.49245138,0
2019-03-14 19:30:00,4.301171813,0
2019-03-14 20:00:00,4.018034708,0
2019-03-14 20:30:00,3.795247338,0
2019-03-14 21:00:00,3.505091897,0
2019-03-14 21:30:00,3.254120864,0
2019-03-14 22:00:00,3.006717985,0
2019-03-14 22:30:00,2.648130366,0.004582852
2019-03-14 23:00:00,2.404184362,0.000208676
2019-03-14 23:30:00,2.216058017,0.002584755
2019-03-15 00:00:00,2.497817803,0
2019-03-15 00:30:00,2.457197071,0
2019-03-15 01:00:00,2.287295427,0
2019-03-15 01:30:00,2.217997741,0.000230312
2019-03-15 02:00:00,2.164475923,0
2019-03-15 02:30:00,2.119927825,0
2019-03-15 03:00:00,2.007085302,0
2019-03-15 03:30:00,1.972130888,0
2019-03-15 04:00:00,1.933220502,0
2019-03-15 04:30:00,1.898212894,0
2019-03-15 05:00:00,2.008066639,0
2019-03-15 05:30:00,2.102530797,0
2019-03-15 06:00:00,2.473555149,0
2019-03-15 06:30:00,2.794391963,0.003148824
2019-03-15 07:00:00,3.176172258,0.030903876
2019-03-15 07:30:00,3.463886276,0.0837138
2019-03-15 08:00:00,3.552638092,0.144543856
2019-03-15 08:30:00,3.591858503,0.209605902
2019-03-15 09:00:00,3.583318148,0.340778112
2019-03-15 09:30:00,3.554994743,0.651606143
2019-03-15 10:00:00,3.571142559,0.478584021
2019-03-15 10:30:00,3.517717634,0.394208997
2019-03-15 11:00:00,3.490675557,0.434537113
2019-03-15 11:30:00,3.467936222,0.405552745
2019-03-15 12:00:00,3.505333298,0.51920712
2019-03-15 12:30:00,3.46079342,0.555143893
2019-03-15 13:00:00,3.415525967,0.624959946
2019-03-15 13:30:00,3.360116478,0.483040631
2019-03-15 14:00:00,3.294689487,0.568826735
2019-03-15 14:30:00,3.280489208,0.562756717
2019-03-15 15:00:00,3.267709498,0.384441137
2019-03-15 15:30:00,3.423527453,0.386972964
2019-03-15 16:00:00,3.672520938,0.304157674
2019-03-15 16:30:00,4.031815212,0.214852035
2019-03-15 17:00:00,4.404040724,0.090634406
2019-03-15 17:30:00,4.542582502,0
2019-03-15 18:00:00,4.676379861,0.003581345
2019-03-15 18:30:00,4.612076788,0.001155108
2019-03-15 19:00:00,4.412618625,0
2019-03-15 19:30:00,4.197137156,0
2019-03-15 20:00:00,3.944824501,0
2019-03-15 20:30:00,3.741628558,0
2019-03-15 21:00:00,3.473810848,0
2019-03-15 21:30:00,3.245312852,0
2019-03-15 22:00:00,2.98157788,0
2019-03-15 22:30:00,2.641773575,0
2019-03-15 23:00:00,2.403918474,0
2019-03-15 23:30:00,2.221147765,0
2019-03-16 00:00:00,2.543392326,0
2019-03-16 00:30:00,2.480599475,0
2019-03-16 01:00:00,2.295117224,0
2019-03-16 01:30:00,2.214992146,0
2019-03-16 02:00:00,2.167998922,0.001516312
2019-03-16 02:30:00,2.111133151,0.000799686
2019-03-16 03:00:00,1.988681894,0
2019-03-16 03:30:00,1.951255566,0
2019-03-16 04:00:00,1.907774189,0
2019-03-16 04:30:00,1.875949436,0
2019-03-16 05:00:00,1.960306376,0
2019-03-16 05:30:00,1.990352955,0
2019-03-16 06:00:00,2.089286102,0
2019-03-16 06:30:00,2.266852903,0.010550529
2019-03-16 07:00:00,2.476404106,0.117926925
2019-03-16 07:30:00,2.898345951,0.197712779
2019-03-16 08:00:00,3.278484413,0.168598711
2019-03-16 08:30:00,3.386083014,0.299290955
2019-03-16 09:00:00,3.619891085,0.468853742
2019-03-16 09:30:00,3.581156614,0.768733919
2019-03-16 10:00:00,3.482694695,0.676593602
2019-03-16 10:30:00,3.415373057,0.784263134
2019-03-16 11:00:00,3.268588323,1.458815813
2019-03-16 11:30:00,3.239869334,1.52782464
2019-03-16 12:00:00,3.237466342,1.408034563
2019-03-16 12:30:00,3.200006078,1.427279234
2019-03-16 13:00:00,3.179023251,1.083692789
2019-03-16 13:30:00,3.122196111,0.976722836
2019-03-16 14:00:00,3.373209291,0.931973457
2019-03-16 14:30:00,3.368572332,0.634969354
2019-03-16 15:00:00,3.358216177,0.465759099
2019-03-16 15:30:00,3.489967671,0.39399159
2019-03-16 16:00:00,3.663814945,0.262271345
2019-03-16 16:30:00,4.031039774,0.157752961
2019-03-16 17:00:00,4.235054972,0.109889299
2019-03-16 17:30:00,4.367376751,0.014683157
2019-03-16 18:00:00,4.647571147,0.022324532
2019-03-16 18:30:00,4.547752373,0.000181228
2019-03-16 19:00:00,4.345707959,0
2019-03-16 19:30:00,4.129654572,0
2019-03-16 20:00:00,3.854686924,0
2019-03-16 20:30:00,3.64593849,0
2019-03-16 21:00:00,3.509011629,0
2019-03-16 21:30:00,3.257224999,0
2019-03-16 22:00:00,3.005584555,0
2019-03-16 22:30:00,2.679785177,0
2019-03-16 23:00:00,2.463327032,0
2019-03-16 23:30:00,2.299672723,0.001290381
