datetime,charge_MW,Task,runID,runDateTime,D,k,taskForecastDemandMW,taskNetDemandMW,taskForecsatPVMW,taskBatteryNetMW,taksSoCMWh,taskBatteryDischargeMW,taskBatteryChargeMW,taskGridTopUpMW,taskChargePV,TaskChargeGrid
2020-07-04 09:30:00,-0.761540455,4,2,12/03/2021 20:50,2,20,2.572695161,3.334235616,1.586542615,0.761540455,1.613425536,0,-0.761540455,0,-0.761540455,0
2020-07-04 10:00:00,-0.892321997,4,2,12/03/2021 20:50,2,21,2.433286163,3.325608161,1.859004161,0.892321997,2.059586534,0,-0.892321997,0,-0.892321997,0
2020-07-04 10:30:00,-0.918358636,4,2,12/03/2021 20:50,2,22,2.38114633,3.299504965,1.913247158,0.918358636,2.518765852,0,-0.918358636,0,-0.918358636,0
2020-07-04 11:00:00,-0.890526381,4,2,12/03/2021 20:50,2,23,2.43514248,3.325668861,1.855263294,0.890526381,2.964029043,0,-0.890526381,0,-0.890526381,0
2020-07-04 11:30:00,-0.890645549,4,2,12/03/2021 20:50,2,24,2.388571799,3.279217348,1.85551156,0.890645549,3.409351817,0,-0.890645549,0,-0.890645549,0
2020-07-04 12:00:00,-0.768535038,4,2,12/03/2021 20:50,2,25,2.433430742,3.20196578,1.601114662,0.768535038,3.793619336,0,-0.768535038,0,-0.768535038,0
2020-07-04 12:30:00,-0.768654205,4,2,12/03/2021 20:50,2,26,2.382422613,3.151076819,1.601362928,0.768654205,4.177946439,0,-0.768654205,0,-0.768654205,0
2020-07-04 13:00:00,-0.628664475,4,2,12/03/2021 20:50,2,27,2.38238631,3.011050785,1.309717656,0.628664475,4.492278676,0,-0.628664475,0,-0.628664475,0
2020-07-04 13:30:00,-0.605426236,4,2,12/03/2021 20:50,2,28,2.368595655,2.974021891,1.261304658,0.605426236,4.794991794,0,-0.605426236,0,-0.605426236,0
2020-07-04 14:00:00,-0.923041882,4,2,12/03/2021 20:50,2,29,2.356197749,3.279239631,1.923003922,0.923041882,5.256512735,0,-0.923041882,0,-0.923041882,0
2020-07-04 14:30:00,-0.812821012,4,2,12/03/2021 20:50,2,30,2.443699445,3.256520456,1.693377107,0.812821012,5.662923241,0,-0.812821012,0,-0.812821012,0
2020-07-04 15:00:00,-0.674153518,4,2,12/03/2021 20:50,2,31,2.492587608,3.166741127,1.801353008,0.674153518,6,0,-0.674153518,0,-0.674153518,0
2020-07-04 15:30:00,0.95174413,4,2,12/03/2021 20:50,2,32,2.695738821,1.743994691,1.669109626,-0.95174413,5.524127935,0.95174413,0,0,0,0
2020-07-04 16:00:00,1.107471642,4,2,12/03/2021 20:50,2,33,2.84693058,1.739458938,1.381550903,-1.107471642,4.970392114,1.107471642,0,0,0,0
2020-07-04 16:30:00,1.239314859,4,2,12/03/2021 20:50,2,34,2.974933703,1.735618844,1.308233633,-1.239314859,4.350734685,1.239314859,0,0,0,0
2020-07-04 17:00:00,1.286228598,4,2,12/03/2021 20:50,2,35,3.020481022,1.734252425,0.982054082,-1.286228598,3.707620386,1.286228598,0,0,0,0
2020-07-04 17:30:00,1.2713949,4,2,12/03/2021 20:50,2,36,3.006079375,1.734684474,0.712054343,-1.2713949,3.071922936,1.2713949,0,0,0,0
2020-07-04 18:00:00,1.185301267,4,2,12/03/2021 20:50,2,37,2.922493322,1.737192056,0.391403488,-1.185301267,2.479272302,1.185301267,0,0,0,0
2020-07-04 18:30:00,1.144221223,4,2,12/03/2021 20:50,2,38,2.882609784,1.738388562,0.207010236,-1.144221223,1.907161691,1.144221223,0,0,0,0
2020-07-04 19:00:00,1.073305857,4,2,12/03/2021 20:50,2,39,2.813759915,1.740454058,0.077404921,-1.073305857,1.370508762,1.073305857,0,0,0,0
2020-07-04 19:30:00,1.006454065,4,2,12/03/2021 20:50,2,40,2.748855262,1.742401197,0.057753092,-1.006454065,0.86728173,1.006454065,0,0,0,0
2020-07-04 20:00:00,0.90412813,4,2,12/03/2021 20:50,2,41,2.649509694,1.745381564,0,-0.90412813,0.415217665,0.90412813,0,0,0,0
2020-07-04 20:30:00,0.83043533,4,2,12/03/2021 20:50,2,42,2.577963286,1.747527957,0,-0.83043533,0,0.83043533,0,0,0,0
2020-07-04 21:00:00,0,4,2,12/03/2021 20:50,2,43,2.432487499,2.432487499,0,0,0,0,0,0,0,0
2020-07-04 21:30:00,0,4,2,12/03/2021 20:50,2,44,2.210077759,2.210077759,0,0,0,0,0,0,0,0
2020-07-04 22:00:00,0,4,2,12/03/2021 20:50,2,45,1.993457823,1.993457823,0,0,0,0,0,0,0,0
2020-07-04 22:30:00,0,4,2,12/03/2021 20:50,2,46,1.794829951,1.794829951,0,0,0,0,0,0,0,0
2020-07-04 23:00:00,0,4,2,12/03/2021 20:50,2,47,1.71808514,1.71808514,0,0,0,0,0,0,0,0
2020-07-04 23:30:00,0,4,2,12/03/2021 20:50,2,48,1.609357573,1.609357573,0,0,0,0,0,0,0,0
2020-07-05 00:00:00,0,4,2,12/03/2021 20:50,3,1,1.62590171,1.62590171,0,0,0,0,0,0,0,0
2020-07-05 00:30:00,0,4,2,12/03/2021 20:50,3,2,1.569339955,1.569339955,0,0,0,0,0,0,0,0
2020-07-05 01:00:00,0,4,2,12/03/2021 20:50,3,3,1.492234303,1.492234303,0,0,0,0,0,0,0,0
2020-07-05 01:30:00,0,4,2,12/03/2021 20:50,3,4,1.452723776,1.452723776,0,0,0,0,0,0,0,0
2020-07-05 02:00:00,0,4,2,12/03/2021 20:50,3,5,1.430556668,1.430556668,0,0,0,0,0,0,0,0
2020-07-05 02:30:00,0,4,2,12/03/2021 20:50,3,6,1.395228487,1.395228487,0,0,0,0,0,0,0,0
2020-07-05 03:00:00,0,4,2,12/03/2021 20:50,3,7,1.382920615,1.382920615,0,0,0,0,0,0,0,0
2020-07-05 03:30:00,0,4,2,12/03/2021 20:50,3,8,1.364925918,1.364925918,0,0,0,0,0,0,0,0
2020-07-05 04:00:00,0,4,2,12/03/2021 20:50,3,9,1.332421151,1.332421151,0,0,0,0,0,0,0,0
2020-07-05 04:30:00,0,4,2,12/03/2021 20:50,3,10,1.39597295,1.39597295,0,0,0,0,0,0,0,0
2020-07-05 05:00:00,0,4,2,12/03/2021 20:50,3,11,1.428769188,1.428769188,0.087069857,0,0,0,0,0,0,0
2020-07-05 05:30:00,0,4,2,12/03/2021 20:50,3,12,1.531553775,1.531553775,0.133000722,0,0,0,0,0,0,0
2020-07-05 06:00:00,-0.179384385,4,2,12/03/2021 20:50,3,13,1.726538292,1.905922677,0.351734087,0.179384385,0.089692192,0,-0.179384385,0,-0.179384385,0
2020-07-05 06:30:00,-0.335834131,4,2,12/03/2021 20:50,3,14,1.972492113,2.308326244,0.658498296,0.335834131,0.257609258,0,-0.335834131,0,-0.335834131,0
2020-07-05 07:00:00,-0.488705461,4,2,12/03/2021 20:50,3,15,2.228957148,2.717662609,0.958246002,0.488705461,0.501961988,0,-0.488705461,0,-0.488705461,0
2020-07-05 07:30:00,-0.468644051,4,2,12/03/2021 20:50,3,16,2.364061699,2.83270575,0.918909903,0.468644051,0.736284014,0,-0.468644051,0,-0.468644051,0
2020-07-05 08:00:00,-0.696786794,4,2,12/03/2021 20:50,3,17,2.601802196,3.298588989,1.366248615,0.696786794,1.08467741,0,-0.696786794,0,-0.696786794,0
2020-07-05 08:30:00,-0.741843122,4,2,12/03/2021 20:50,3,18,2.614284357,3.35612748,1.454594358,0.741843122,1.455598972,0,-0.741843122,0,-0.741843122,0
2020-07-05 09:00:00,-0.557554838,4,2,12/03/2021 20:50,3,19,2.712594894,3.270149732,1.09324478,0.557554838,1.734376391,0,-0.557554838,0,-0.557554838,0
2020-07-05 09:30:00,-0.566317963,4,2,12/03/2021 20:50,3,20,2.639435576,3.205753539,1.110427379,0.566317963,2.017535372,0,-0.566317963,0,-0.566317963,0
2020-07-05 10:00:00,-0.603919944,4,2,12/03/2021 20:50,3,21,2.775732178,3.379652122,1.184156752,0.603919944,2.319495344,0,-0.603919944,0,-0.603919944,0
2020-07-05 10:30:00,-0.581148605,4,2,12/03/2021 20:50,3,22,2.75341847,3.334567075,1.139507069,0.581148605,2.610069647,0,-0.581148605,0,-0.581148605,0
2020-07-05 11:00:00,-0.598646233,4,2,12/03/2021 20:50,3,23,2.670429838,3.26907607,1.173816142,0.598646233,2.909392763,0,-0.598646233,0,-0.598646233,0
2020-07-05 11:30:00,-0.685333895,4,2,12/03/2021 20:50,3,24,2.614273167,3.299607062,1.34379195,0.685333895,3.25205971,0,-0.685333895,0,-0.685333895,0
2020-07-05 12:00:00,-0.597331925,4,2,12/03/2021 20:50,3,25,2.332735207,2.930067133,1.171239069,0.597331925,3.550725673,0,-0.597331925,0,-0.597331925,0
2020-07-05 12:30:00,-0.654962904,4,2,12/03/2021 20:50,3,26,2.292683578,2.947646482,1.284240987,0.654962904,3.878207125,0,-0.654962904,0,-0.654962904,0
2020-07-05 13:00:00,-0.803243088,4,2,12/03/2021 20:50,3,27,2.118190958,2.921434046,1.574986448,0.803243088,4.279828669,0,-0.803243088,0,-0.803243088,0
2020-07-05 13:30:00,-0.850467611,4,2,12/03/2021 20:50,3,28,2.098526948,2.948994559,1.66758355,0.850467611,4.705062474,0,-0.850467611,0,-0.850467611,0
2020-07-05 14:00:00,-0.856426964,4,2,12/03/2021 20:50,3,29,2.25994465,3.416371614,2.267503851,0.856426964,5.133275956,0,-1.156426964,0,-1.156426964,0
2020-07-05 14:30:00,-0.897979036,4,2,12/03/2021 20:50,3,30,2.320585807,3.418564842,2.15290007,0.897979036,5.582265474,0,-1.097979036,0,-1.097979036,0
2020-07-05 15:00:00,-0.835469052,4,2,12/03/2021 20:50,3,31,2.478446021,3.313915073,1.965384345,0.835469052,6,0,-0.835469052,0,-0.835469052,0
2020-07-05 15:30:00,0.857007075,4,2,12/03/2021 20:50,3,32,2.644043445,1.787036371,1.920685599,-0.857007075,5.571496463,0.857007075,0,0,0,0
2020-07-05 16:00:00,1.191247103,4,2,12/03/2021 20:50,3,33,2.968548328,1.777301224,1.109472912,-1.191247103,4.975872911,1.191247103,0,0,0,0
2020-07-05 16:30:00,1.299147216,4,2,12/03/2021 20:50,3,34,3.073305718,1.774158502,1.072460407,-1.299147216,4.326299303,1.299147216,0,0,0,0
2020-07-05 17:00:00,1.32299275,4,2,12/03/2021 20:50,3,35,3.096456722,1.773463972,0.886066436,-1.32299275,3.664802928,1.32299275,0,0,0,0
2020-07-05 17:30:00,1.31523188,4,2,12/03/2021 20:50,3,36,3.088921897,1.773690017,0.63542141,-1.31523188,3.007186988,1.31523188,0,0,0,0
2020-07-05 18:00:00,1.199188399,4,2,12/03/2021 20:50,3,37,2.976258323,1.777069924,0.368066182,-1.199188399,2.407592789,1.199188399,0,0,0,0
2020-07-05 18:30:00,1.166461018,4,2,12/03/2021 20:50,3,38,2.944484167,1.778023149,0.279410113,-1.166461018,1.82436228,1.166461018,0,0,0,0
2020-07-05 19:00:00,1.056940074,4,2,12/03/2021 20:50,3,39,2.838153154,1.781213079,0.063602318,-1.056940074,1.295892243,1.056940074,0,0,0,0
2020-07-05 19:30:00,0.983314022,4,2,12/03/2021 20:50,3,40,2.76667155,1.783357527,0.05864431,-0.983314022,0.804235232,0.983314022,0,0,0,0
2020-07-05 20:00:00,0.841184848,4,2,12/03/2021 20:50,3,41,2.62868206,1.787497212,0,-0.841184848,0.383642808,0.841184848,0,0,0,0
2020-07-05 20:30:00,0.767285616,4,2,12/03/2021 20:50,3,42,2.556935233,1.789649617,0,-0.767285616,2.33147E-15,0.767285616,0,0,0,0
2020-07-05 21:00:00,0,4,2,12/03/2021 20:50,3,43,2.384714701,2.384714701,0,0,2.33147E-15,0,0,0,0,0
2020-07-05 21:30:00,0,4,2,12/03/2021 20:50,3,44,2.169537368,2.169537368,0,0,2.33147E-15,0,0,0,0,0
2020-07-05 22:00:00,0,4,2,12/03/2021 20:50,3,45,1.949796622,1.949796622,0,0,2.33147E-15,0,0,0,0,0
2020-07-05 22:30:00,0,4,2,12/03/2021 20:50,3,46,1.737946183,1.737946183,0,0,2.33147E-15,0,0,0,0,0
2020-07-05 23:00:00,0,4,2,12/03/2021 20:50,3,47,1.652838501,1.652838501,0,0,2.33147E-15,0,0,0,0,0
2020-07-05 23:30:00,0,4,2,12/03/2021 20:50,3,48,1.568658732,1.568658732,0,0,2.33147E-15,0,0,0,0,0
2020-07-06 00:00:00,0,4,2,12/03/2021 20:50,4,1,1.60307158,1.60307158,0,0,0,0,0,0,0,0
2020-07-06 00:30:00,0,4,2,12/03/2021 20:50,4,2,1.541725524,1.541725524,0,0,0,0,0,0,0,0
2020-07-06 01:00:00,0,4,2,12/03/2021 20:50,4,3,1.463855015,1.463855015,0,0,0,0,0,0,0,0
2020-07-06 01:30:00,0,4,2,12/03/2021 20:50,4,4,1.415065079,1.415065079,0,0,0,0,0,0,0,0
2020-07-06 02:00:00,0,4,2,12/03/2021 20:50,4,5,1.411029784,1.411029784,0,0,0,0,0,0,0,0
2020-07-06 02:30:00,0,4,2,12/03/2021 20:50,4,6,1.380158066,1.380158066,0,0,0,0,0,0,0,0
2020-07-06 03:00:00,0,4,2,12/03/2021 20:50,4,7,1.440963912,1.440963912,0,0,0,0,0,0,0,0
2020-07-06 03:30:00,0,4,2,12/03/2021 20:50,4,8,1.422686706,1.422686706,0,0,0,0,0,0,0,0
2020-07-06 04:00:00,0,4,2,12/03/2021 20:50,4,9,1.480856811,1.480856811,0.031165161,0,0,0,0,0,0,0
2020-07-06 04:30:00,0,4,2,12/03/2021 20:50,4,10,1.584639152,1.584639152,0.031165161,0,0,0,0,0,0,0
2020-07-06 05:00:00,0,4,2,12/03/2021 20:50,4,11,1.829919137,1.829919137,0.09093264,0,0,0,0,0,0,0
2020-07-06 05:30:00,0,4,2,12/03/2021 20:50,4,12,2.08672554,2.08672554,0.150032656,0,0,0,0,0,0,0
2020-07-06 06:00:00,-0.112293423,4,2,12/03/2021 20:50,4,13,2.461954512,2.574247936,0.387218701,0.112293423,0.056146712,0,-0.112293423,0,-0.112293423,0
2020-07-06 06:30:00,-0.234724902,4,2,12/03/2021 20:50,4,14,2.590368529,2.825093432,0.809396215,0.234724902,0.173509163,0,-0.234724902,0,-0.234724902,0
2020-07-06 07:00:00,-0.416241011,4,2,12/03/2021 20:50,4,15,2.584068874,3.000309885,1.435313831,0.416241011,0.381629668,0,-0.416241011,0,-0.416241011,0
2020-07-06 07:30:00,-0.550134477,4,2,12/03/2021 20:50,4,16,2.567159519,3.117293996,1.89701544,0.550134477,0.656696907,0,-0.550134477,0,-0.550134477,0
2020-07-06 08:00:00,-0.544909121,4,2,12/03/2021 20:50,4,17,2.469768308,3.014677429,1.87899697,0.544909121,0.929151468,0,-0.544909121,0,-0.544909121,0
2020-07-06 08:30:00,-0.592728998,4,2,12/03/2021 20:50,4,18,2.431155861,3.02388486,2.043893098,0.592728998,1.225515967,0,-0.592728998,0,-0.592728998,0
2020-07-06 09:00:00,-0.576223376,4,2,12/03/2021 20:50,4,19,2.407035929,2.983259304,1.986977157,0.576223376,1.513627655,0,-0.576223376,0,-0.576223376,0
2020-07-06 09:30:00,-0.577793785,4,2,12/03/2021 20:50,4,20,2.342180941,2.919974726,1.992392362,0.577793785,1.802524547,0,-0.577793785,0,-0.577793785,0
2020-07-06 10:00:00,-0.698580229,4,2,12/03/2021 20:50,4,21,2.281587234,2.980167464,2.408897343,0.698580229,2.151814662,0,-0.698580229,0,-0.698580229,0
2020-07-06 10:30:00,-0.698606784,4,2,12/03/2021 20:50,4,22,2.232711922,2.931318706,2.408988911,0.698606784,2.501118054,0,-0.698606784,0,-0.698606784,0
2020-07-06 11:00:00,-0.833192918,4,2,12/03/2021 20:50,4,23,2.223116897,3.056309815,2.873079029,0.833192918,2.917714513,0,-0.833192918,0,-0.833192918,0
2020-07-06 11:30:00,-0.833219473,4,2,12/03/2021 20:50,4,24,2.171664,3.004883473,2.873170596,0.833219473,3.33432425,0,-0.833219473,0,-0.833219473,0
2020-07-06 12:00:00,-0.858913729,4,2,12/03/2021 20:50,4,25,2.095488597,2.954402326,2.961771478,0.858913729,3.763781114,0,-0.858913729,0,-0.858913729,0
2020-07-06 12:30:00,-0.858940283,4,2,12/03/2021 20:50,4,26,2.034184571,2.893124854,2.961863046,0.858940283,4.193251256,0,-0.858940283,0,-0.858940283,0
2020-07-06 13:00:00,-0.899596412,4,2,12/03/2021 20:50,4,27,2.008421462,2.908017875,3.102056594,0.899596412,4.643049462,0,-0.899596412,0,-0.899596412,0
2020-07-06 13:30:00,-0.899622967,4,2,12/03/2021 20:50,4,28,1.986734467,2.886357434,3.102148162,0.899622967,5.092860945,0,-0.899622967,0,-0.899622967,0
2020-07-06 14:00:00,-0.741847126,4,2,12/03/2021 20:50,4,29,2.034367109,2.776214235,2.558093539,0.741847126,5.463784508,0,-0.741847126,0,-0.741847126,0
2020-07-06 14:30:00,-0.738321307,4,2,12/03/2021 20:50,4,30,2.158436962,2.89675827,2.545935543,0.738321307,5.832945162,0,-0.738321307,0,-0.738321307,0
