dateTimeUTC,demandMWNewModel,demandMWOldModel,PVMWNewModel,PVMWOldModel
2018-10-16 20:00:00,3.258666263,3.051917929,-0.008577297,0.005336493
2018-10-16 20:30:00,3.046966239,2.897386577,-0.008577297,0.005336493
2018-10-16 21:00:00,2.717141072,2.796514923,-0.008577297,0.005336493
2018-10-16 21:30:00,2.453820395,2.532126,-0.008577297,0.005336493
2018-10-16 22:00:00,2.140536382,2.155145615,-0.008577297,0.005336493
2018-10-16 22:30:00,1.876891847,1.892556354,-0.008577297,0.005336493
2018-10-16 23:00:00,1.837627134,1.790491951,-0.008577297,0.001831472
2018-10-16 23:30:00,1.74862399,1.691840025,-0.008577297,0.001831472
2018-10-17 00:00:00,1.79385304,1.699292584,-0.008577297,0.001831472
2018-10-17 00:30:00,1.726001133,1.630686727,-0.008577297,0.001831472
2018-10-17 01:00:00,1.640992693,1.552535242,-0.009671576,0.001831472
2018-10-17 01:30:00,1.595885054,1.507520003,-0.009671576,0.001831472
2018-10-17 02:00:00,1.586563017,1.503375477,-0.009671576,0.001831472
2018-10-17 02:30:00,1.555297995,1.469267252,-0.009671576,0.001831472
2018-10-17 03:00:00,1.541700173,1.465676217,-0.009671576,0.001831472
2018-10-17 03:30:00,1.521199653,1.434705302,-0.009671576,0.001831472
2018-10-17 04:00:00,1.623405251,1.515890753,-0.009671576,0.001831472
2018-10-17 04:30:00,1.747419641,1.640145929,-0.009671576,0.001831472
2018-10-17 05:00:00,2.193035219,2.00848948,-0.009671576,0.001831472
2018-10-17 05:30:00,2.514793546,2.289502243,-0.009671576,0.001831472
2018-10-17 06:00:00,3.012169281,2.760270325,-0.009671576,-0.008161187
2018-10-17 06:30:00,3.205389837,3.000907967,-0.000243913,0.001831472
2018-10-17 07:00:00,3.299573987,3.065128565,0.035624534,0.038766861
2018-10-17 07:30:00,3.318835417,3.099135919,0.072265124,0.120844185
2018-10-17 08:00:00,3.327705427,3.065288145,0.131372367,0.172228456
2018-10-17 08:30:00,3.323218998,3.065762449,0.154943531,0.297647864
2018-10-17 09:00:00,3.21683872,2.932027632,0.564439631,0.363377452
2018-10-17 09:30:00,3.190754654,2.882930738,0.599587131,0.39861995
2018-10-17 10:00:00,3.083152713,2.922160686,1.010012384,0.726886868
2018-10-17 10:30:00,3.07889647,2.901253035,1.060890122,0.721270204
2018-10-17 11:00:00,3.00863305,2.927252977,1.607558471,0.87790525
2018-10-17 11:30:00,2.986336329,2.876541143,1.577138719,0.862284243
2018-10-17 12:00:00,2.866145328,2.876328661,1.585119932,1.004718304
2018-10-17 12:30:00,2.826292048,2.812467768,1.539153221,0.970760465
2018-10-17 13:00:00,2.751462914,2.721202088,1.509754851,0.881935
2018-10-17 13:30:00,2.744973912,2.719510687,1.505344596,0.843906879
2018-10-17 14:00:00,2.896937011,2.621671679,1.056717078,0.813818753
2018-10-17 14:30:00,3.067040511,2.859675824,0.94569695,0.723375082
2018-10-17 15:00:00,3.25473211,2.968810897,0.505501507,0.510885954
2018-10-17 15:30:00,3.520652127,3.204370172,0.478953353,0.354370266
2018-10-17 16:00:00,3.837879465,3.342127397,0.193131155,0.583139002
2018-10-17 16:30:00,3.905061249,3.477299192,0.131061978,0.283862859
2018-10-17 17:00:00,3.971125253,3.380612858,-0.002525491,0.029201925
2018-10-17 17:30:00,3.977536341,3.319700063,-0.002525491,0.008015305
2018-10-17 18:00:00,3.878475471,3.151398234,-0.008577297,0.005336493
2018-10-17 18:30:00,3.805869836,3.065108557,-0.008577297,0.003222138
2018-10-17 19:00:00,3.707786542,3.21115132,-0.008577297,0.005336493
2018-10-17 19:30:00,3.540864733,3.063417913,-0.008577297,0.005336493
2018-10-17 20:00:00,3.221027013,2.972933606,-0.008577297,0.005336493
2018-10-17 20:30:00,3.010166776,2.830089243,-0.008577297,0.005336493
2018-10-17 21:00:00,2.711305202,2.823699533,-0.008577297,0.005336493
2018-10-17 21:30:00,2.444553026,2.566918508,-0.008577297,0.005336493
2018-10-17 22:00:00,2.136751591,2.16478126,-0.008577297,0.005336493
2018-10-17 22:30:00,1.897211918,1.915367313,-0.008577297,0.005336493
2018-10-17 23:00:00,1.838141988,1.791332036,-0.008577297,0.001831472
2018-10-17 23:30:00,1.747887538,1.694930175,-0.008577297,0.001831472
2018-10-18 00:00:00,1.791309629,1.695794315,-0.008577297,0.001831472
2018-10-18 00:30:00,1.72160363,1.627188458,-0.008577297,0.001831472
2018-10-18 01:00:00,1.635977284,1.552213163,-0.009671576,0.001831472
2018-10-18 01:30:00,1.590551177,1.507197923,-0.009671576,0.001831472
2018-10-18 02:00:00,1.576309895,1.49861303,-0.009671576,0.001831472
2018-10-18 02:30:00,1.544726406,1.464504675,-0.009671576,0.001831472
2018-10-18 03:00:00,1.529125144,1.479263955,-0.009671576,0.001831472
2018-10-18 03:30:00,1.506121686,1.449104342,-0.009671576,0.001831472
2018-10-18 04:00:00,1.607468008,1.506202496,-0.009671576,0.001831472
2018-10-18 04:30:00,1.742049382,1.612384935,-0.009671576,0.001831472
2018-10-18 05:00:00,2.179814689,1.981830619,-0.009671576,0.001831472
2018-10-18 05:30:00,2.565758522,2.329174918,-0.009671576,0.001831472
2018-10-18 06:00:00,3.047774844,2.897659092,-0.009671576,-0.008161187
2018-10-18 06:30:00,3.298243426,3.202201779,-0.000243913,0.001831472
2018-10-18 07:00:00,3.270227432,3.214849099,0.103859074,0.096719682
2018-10-18 07:30:00,3.283873519,3.23568997,0.170418746,0.17257911
2018-10-18 08:00:00,3.324991763,3.057706034,0.803106555,0.430367172
2018-10-18 08:30:00,3.283247983,3.03553819,0.823247489,0.55578655
2018-10-18 09:00:00,3.150813672,2.958520887,1.212743157,0.931683481
2018-10-18 09:30:00,3.094821548,2.911250601,1.198324151,1.069985628
2018-10-18 10:00:00,2.91059662,2.89096187,1.797252668,1.311891556
2018-10-18 10:30:00,2.881683274,2.857619453,1.819746777,1.353086948
2018-10-18 11:00:00,2.755536391,2.776895336,2.570509633,1.457836747
2018-10-18 11:30:00,2.725007185,2.741491546,2.569824348,1.504648566
2018-10-18 12:00:00,2.657425,2.673486999,2.153142157,1.589609027
2018-10-18 12:30:00,2.604885102,2.604295327,2.155834116,1.57398808
2018-10-18 13:00:00,2.580072132,2.578817044,2.044326267,1.553376079
2018-10-18 13:30:00,2.568228592,2.578645017,1.995521326,1.390252829
2018-10-18 14:00:00,2.643399685,2.592022276,1.821579118,1.290535688
2018-10-18 14:30:00,2.799343607,2.805749657,1.82393645,1.184470892
2018-10-18 15:00:00,3.134803675,2.9040547,1.051418765,0.913675904
2018-10-18 15:30:00,3.395186655,3.17470057,1.002727409,0.765312612
2018-10-18 16:00:00,3.778946573,3.300998528,0.439812837,0.443384498
2018-10-18 16:30:00,3.829585382,3.411905077,0.451030099,0.368029147
2018-10-18 17:00:00,3.924266898,3.281610109,0.019422866,0.054528773
2018-10-18 17:30:00,3.940823412,3.243389949,0.019422866,0.033342153
2018-10-18 18:00:00,3.972475635,3.246668924,-0.008577297,0.005336493
2018-10-18 18:30:00,3.877009359,3.145203165,-0.008577297,0.003222138
2018-10-18 19:00:00,3.730636473,3.301738067,-0.008577297,0.005336493
2018-10-18 19:30:00,3.572134448,3.146623446,-0.008577297,0.005336493
2018-10-18 20:00:00,3.29261608,3.20096446,-0.008577297,0.005336493
2018-10-18 20:30:00,3.054383644,3.004427669,-0.008577297,0.005336493
2018-10-18 21:00:00,2.802796435,2.777338355,-0.008577297,0.005336493
2018-10-18 21:30:00,2.460417701,2.526032467,-0.008577297,0.005336493
2018-10-18 22:00:00,2.160488634,2.226389441,-0.008577297,0.005336493
2018-10-18 22:30:00,1.959596138,2.00134857,-0.008577297,0.005336493
2018-10-18 23:00:00,1.840772368,1.875418468,-0.008577297,0.001831472
2018-10-18 23:30:00,1.750254138,1.79469732,-0.008577297,0.001831472
2018-10-19 00:00:00,1.809827653,1.826273618,-0.008577297,0.001831472
2018-10-19 00:30:00,1.738134911,1.779927297,-0.008577297,0.001831472
2018-10-19 01:00:00,1.649004221,1.803967429,-0.009671576,0.001831472
2018-10-19 01:30:00,1.597865619,1.758167421,-0.009671576,0.001831472
2018-10-19 02:00:00,1.589702461,1.688198845,-0.009671576,0.001831472
2018-10-19 02:30:00,1.558118878,1.655276625,-0.009671576,0.001831472
2018-10-19 03:00:00,1.531642269,1.639048839,-0.009671576,0.001831472
2018-10-19 03:30:00,1.508638764,1.608884378,-0.009671576,0.001831472
2018-10-19 04:00:00,1.619594663,1.651611788,-0.009671576,0.001831472
2018-10-19 04:30:00,1.752282698,1.754141286,-0.009671576,0.001831472
2018-10-19 05:00:00,2.172698946,1.971646329,-0.009671576,0.001831472
2018-10-19 05:30:00,2.53944064,2.289669785,-0.009671576,0.001831472
2018-10-19 06:00:00,3.096211456,2.910420538,-0.009671576,-0.008161187
2018-10-19 06:30:00,3.335485455,3.226252667,-0.000243913,0.001831472
2018-10-19 07:00:00,3.389224099,3.211941601,0.147804764,0.11051029
2018-10-19 07:30:00,3.398552631,3.227180572,0.203508939,0.186369717
2018-10-19 08:00:00,3.400840362,3.073242257,0.382287011,0.324628413
2018-10-19 08:30:00,3.379416633,3.057360556,0.417590411,0.450047702
2018-10-19 09:00:00,3.173320746,2.939824235,0.847739149,0.582813859
2018-10-19 09:30:00,3.131445683,2.888151528,0.880735254,0.693063498
2018-10-19 10:00:00,3.121745011,2.934511537,1.054167383,0.741917789
2018-10-19 10:30:00,3.101105355,2.909058288,1.20090273,0.753620625
2018-10-19 11:00:00,3.044192183,2.904672089,1.322640114,0.864692688
2018-10-19 11:30:00,3.02192298,2.852351752,1.285318802,0.849071681
2018-10-19 12:00:00,2.724938889,2.639544416,1.294212665,1.36034596
2018-10-19 12:30:00,2.677637911,2.587909332,1.299843573,1.334651232
2018-10-19 13:00:00,2.577786945,2.525174022,1.197182348,1.328838348
2018-10-19 13:30:00,2.567693326,2.525001842,1.224525454,1.274242878
2018-10-19 14:00:00,2.744143531,2.523557588,1.11769279,1.136506677
2018-10-19 14:30:00,2.887311386,2.734387047,1.11698342,0.96325314
2018-10-19 15:00:00,3.168020537,2.824178767,0.573216592,0.820692003
2018-10-19 15:30:00,3.410888265,3.001431324,0.542912624,0.63556242
2018-10-19 16:00:00,3.787673527,3.100470393,0.175567803,0.417616129
2018-10-19 16:30:00,3.847674257,3.177661207,0.167498422,0.342260778
2018-10-19 17:00:00,3.919138241,3.189331654,0.005492146,0.078497142
2018-10-19 17:30:00,3.925437586,3.103720962,0.005492146,0.017821461
2018-10-19 18:00:00,3.798765305,2.988747811,-0.008577297,0.005336493
2018-10-19 18:30:00,3.720909246,2.9471552,-0.008577297,0.003222138
2018-10-19 19:00:00,3.587917659,3.067869539,-0.008577297,0.005336493
2018-10-19 19:30:00,3.44638926,2.967990289,-0.008577297,0.005336493
2018-10-19 20:00:00,3.16684237,2.869965072,-0.008577297,0.005336493
2018-10-19 20:30:00,2.975684566,2.759130169,-0.008577297,0.005336493
2018-10-19 21:00:00,2.748795312,2.679653042,-0.008577297,0.005336493
2018-10-19 21:30:00,2.477397777,2.492227865,-0.008577297,0.005336493
2018-10-19 22:00:00,2.200182076,2.203899589,-0.008577297,0.005336493
2018-10-19 22:30:00,1.982933546,1.971355014,-0.008577297,0.005336493
2018-10-19 23:00:00,1.858028623,1.811045473,-0.008577297,0.001831472
2018-10-19 23:30:00,1.746867763,1.701129007,-0.008577297,0.001831472
2018-10-20 00:00:00,1.839660527,1.762257916,-0.008577297,0.001831472
2018-10-20 00:30:00,1.763127751,1.684568969,-0.008577297,0.001831472
2018-10-20 01:00:00,1.661692197,1.573639829,-0.009671576,0.001831472
2018-10-20 01:30:00,1.601286282,1.508082275,-0.009671576,0.001831472
2018-10-20 02:00:00,1.593287797,1.497760148,-0.009671576,0.001831472
2018-10-20 02:30:00,1.558206206,1.455096765,-0.009671576,0.001831472
2018-10-20 03:00:00,1.539013571,1.470107887,-0.009671576,0.001831472
2018-10-20 03:30:00,1.513064507,1.440148819,-0.009671576,0.001831472
2018-10-20 04:00:00,1.59339166,1.471499611,-0.009671576,0.001831472
2018-10-20 04:30:00,1.653240188,1.527499539,-0.009671576,0.001831472
2018-10-20 05:00:00,1.864903864,1.681228164,-0.009671576,0.001831472
2018-10-20 05:30:00,2.008236914,1.783922848,-0.009671576,0.001831472
2018-10-20 06:00:00,2.512689157,2.240542236,-0.009671576,-0.008161187
2018-10-20 06:30:00,2.792433434,2.540324402,-0.000243913,0.001831472
2018-10-20 07:00:00,2.97328336,2.874450146,0.063559141,0.096719682
2018-10-20 07:30:00,3.103387178,2.987730707,0.122814652,0.17257911
2018-10-20 08:00:00,3.395925281,3.058258479,0.547751193,0.439646751
2018-10-20 08:30:00,3.369564008,3.041201167,0.594587327,0.704395235
2018-10-20 09:00:00,3.163207305,3.034703347,1.595131699,0.903648376
2018-10-20 09:30:00,3.106897491,2.956893883,1.570787998,1.077633381
2018-10-20 10:00:00,2.871506636,2.87157407,1.913909699,1.400599241
2018-10-20 10:30:00,2.835150344,2.840742127,1.946462823,1.441794634
2018-10-20 11:00:00,2.765476874,2.798469167,2.631748539,1.694264293
2018-10-20 11:30:00,2.724011369,2.762009191,2.626295211,1.711583853
2018-10-20 12:00:00,2.631585275,2.623743,2.582088542,1.812681198
2018-10-20 12:30:00,2.576213172,2.571653627,2.531606364,1.797060251
2018-10-20 13:00:00,2.578048999,2.49144679,2.137874123,1.578602552
2018-10-20 13:30:00,2.574428271,2.506961603,2.083827071,1.477888823
2018-10-20 14:00:00,2.710286936,2.630829645,1.603745591,1.415712714
2018-10-20 14:30:00,2.823662465,2.741468246,1.606344182,1.309647799
2018-10-20 15:00:00,3.127195407,2.851879262,0.811002887,0.938509822
2018-10-20 15:30:00,3.364815897,3.007442372,0.766116748,0.79014653
2018-10-20 16:00:00,3.769635255,3.143646759,0.46698283,0.3600685
2018-10-20 16:30:00,3.825987314,3.198884663,0.455301112,0.284713089
2018-10-20 17:00:00,3.920096717,3.185315859,0.014478615,0.084011883
2018-10-20 17:30:00,3.930233376,3.09208829,0.014478615,0.023336202
2018-10-20 18:00:00,3.828119956,2.928561661,-0.008577297,0.005336493
2018-10-20 18:30:00,3.732413728,2.904555675,-0.008577297,0.003222138
2018-10-20 19:00:00,3.587743247,3.102780319,-0.008577297,0.005336493
2018-10-20 19:30:00,3.453883728,2.995104378,-0.008577297,0.005336493
2018-10-20 20:00:00,3.163030169,2.893976767,-0.008577297,0.005336493
2018-10-20 20:30:00,2.963676471,2.730880086,-0.008577297,0.005336493
2018-10-20 21:00:00,2.77298382,2.67084152,-0.008577297,0.005336493
2018-10-20 21:30:00,2.477407551,2.453633505,-0.008577297,0.005336493
2018-10-20 22:00:00,2.197065906,2.192789215,-0.008577297,0.005336493
2018-10-20 22:30:00,1.983471593,1.98641542,-0.008577297,0.005336493
2018-10-20 23:00:00,1.871020069,1.844154561,-0.008577297,0.001831472
2018-10-20 23:30:00,1.763961639,1.72233804,-0.008577297,0.001831472
2018-10-21 00:00:00,1.837724451,1.766125599,-0.008577297,0.001831472
2018-10-21 00:30:00,1.769339324,1.688044848,-0.008577297,0.001831472
2018-10-21 01:00:00,1.668700227,1.593472304,-0.009671576,0.001831472
2018-10-21 01:30:00,1.615933156,1.525592833,-0.009671576,0.001831472
2018-10-21 02:00:00,1.60338472,1.529857497,-0.009671576,0.001831472
2018-10-21 02:30:00,1.566440716,1.495807849,-0.009671576,0.001831472
2018-10-21 03:00:00,1.53552951,1.488622006,-0.009671576,0.001831472
2018-10-21 03:30:00,1.508431052,1.467112155,-0.009671576,0.001831472
2018-10-21 04:00:00,1.575478028,1.436387116,-0.009671576,0.001831472
2018-10-21 04:30:00,1.620300622,1.491134269,-0.009671576,0.001831472
2018-10-21 05:00:00,1.784084805,1.574877129,-0.009671576,0.001831472
2018-10-21 05:30:00,1.864523835,1.625910993,-0.009671576,0.001831472
2018-10-21 06:00:00,2.373859191,2.050630348,-0.009671576,-0.008161187
2018-10-21 06:30:00,2.614736671,2.304713802,-0.000243913,0.001831472
2018-10-21 07:00:00,2.762014342,2.638180933,0.108953538,0.11051029
2018-10-21 07:30:00,2.941722969,2.783131322,0.17231962,0.186369717
2018-10-21 08:00:00,3.362858991,3.067542198,0.71786492,0.537413716
2018-10-21 08:30:00,3.37926694,3.082479334,0.726706831,0.808298469
2018-10-21 09:00:00,3.278688153,3.096468891,1.439139247,0.880335927
2018-10-21 09:30:00,3.246498543,3.038933315,1.423370541,1.054320931
2018-10-21 10:00:00,3.03173403,2.939114811,1.906351824,1.400599241
2018-10-21 10:30:00,3.014873636,2.927249472,1.941162601,1.441794634
2018-10-21 11:00:00,2.932884215,2.897971903,2.439342438,1.475861311
2018-10-21 11:30:00,2.900029981,2.871573193,2.438713955,1.522673249
2018-10-21 12:00:00,2.789619988,2.643441931,2.520866448,1.862282395
2018-10-21 12:30:00,2.735008689,2.609994979,2.468398745,1.846661448
2018-10-21 13:00:00,2.745591788,2.579601239,1.920058264,1.607962847
2018-10-21 13:30:00,2.728126907,2.594291306,1.863706401,1.468017578
2018-10-21 14:00:00,2.956852234,2.787624332,1.771685102,1.415712714
2018-10-21 14:30:00,3.032960081,2.834383357,1.715220117,1.309647799
2018-10-21 15:00:00,3.364929069,3.014733235,0.867907796,0.800388455
2018-10-21 15:30:00,3.592024948,3.219995367,0.774528034,0.652025223
2018-10-21 16:00:00,3.875319769,3.19371458,0.188675851,0.334300101
2018-10-21 16:30:00,3.933631082,3.292265237,0.182850511,0.278808117
2018-10-21 17:00:00,3.931052419,3.182977843,0.004468007,0.078497142
2018-10-21 17:30:00,3.950769678,3.091069588,0.004468007,0.017821461
2018-10-21 18:00:00,3.815066611,2.797420013,-0.008577297,0.005336493
2018-10-21 18:30:00,3.70907652,2.74986538,-0.008577297,0.003222138
2018-10-21 19:00:00,3.545530945,2.862118582,-0.008577297,0.005336493
2018-10-21 19:30:00,3.407192821,2.773848067,-0.008577297,0.005336493
2018-10-21 20:00:00,3.089870599,2.823723661,-0.008577297,0.005336493
2018-10-21 20:30:00,2.900809168,2.724974788,-0.008577297,0.005336493
2018-10-21 21:00:00,2.657077366,2.689364958,-0.008577297,0.005336493
2018-10-21 21:30:00,2.410501257,2.492153296,-0.008577297,0.005336493
2018-10-21 22:00:00,2.161880131,2.140845641,-0.008577297,0.005336493
2018-10-21 22:30:00,1.925854483,1.913662715,-0.008577297,0.005336493
2018-10-21 23:00:00,1.828577397,1.769981505,-0.008577297,0.001831472
2018-10-21 23:30:00,1.749375491,1.684822343,-0.008577297,0.001831472
2018-10-22 00:00:00,1.817935866,1.703189262,-0.008577297,0.001831472
2018-10-22 00:30:00,1.749259764,1.640838015,-0.008577297,0.001831472
2018-10-22 01:00:00,1.672200665,1.561725076,-0.009671576,0.001831472
2018-10-22 01:30:00,1.621122306,1.514307384,-0.009671576,0.001831472
2018-10-22 02:00:00,1.583488604,1.297083001,-0.009671576,0.001831472
2018-10-22 02:30:00,1.563474642,1.265353584,-0.009671576,0.001831472
2018-10-22 03:00:00,1.525718839,1.325018429,-0.009671576,0.001831472
2018-10-22 03:30:00,1.508211847,1.297994381,-0.009671576,0.001831472
2018-10-22 04:00:00,1.596590509,1.6637621,-0.009671576,0.001831472
2018-10-22 04:30:00,1.723330974,1.77838066,-0.009671576,0.001831472
2018-10-22 05:00:00,2.152125814,2.187465558,-0.009671576,0.001831472
2018-10-22 05:30:00,2.557202157,2.498743532,-0.009671576,0.001831472
2018-10-22 06:00:00,3.028549883,2.922711932,-0.009671576,-0.008161187
2018-10-22 06:30:00,3.282821239,3.226921953,-0.003189596,0.001831472
2018-10-22 07:00:00,3.270836657,3.245057815,0.072690335,0.101457
2018-10-22 07:30:00,3.295882194,3.289723303,0.13604332,0.177316427
2018-10-22 08:00:00,3.279835183,3.208488345,0.902806131,0.591215372
2018-10-22 08:30:00,3.253544096,3.18984347,0.973747316,0.85255599
2018-10-22 09:00:00,3.109580512,3.014563788,1.667823449,0.958503842
2018-10-22 09:30:00,3.069347763,2.97853984,1.642917655,1.143396616
2018-10-22 10:00:00,2.907560834,2.864316471,2.407014356,1.432447433
2018-10-22 10:30:00,2.882584585,2.868876105,2.417965138,1.456323385
2018-10-22 11:00:00,2.776174171,2.870463068,2.714694457,1.698794007
2018-10-22 11:30:00,2.741147431,2.835010943,2.714009239,1.698794007
2018-10-22 12:00:00,2.628733585,2.709486603,2.705804311,1.863665104
2018-10-22 12:30:00,2.581697736,2.644494104,2.700804216,1.863665104
2018-10-22 13:00:00,2.588938036,2.519883511,2.357553594,1.657449126
2018-10-22 13:30:00,2.585875499,2.524511729,2.217906156,1.533124566
2018-10-22 14:00:00,2.67520895,2.632486041,2.096940313,1.471880555
2018-10-22 14:30:00,2.812805571,2.77776411,2.014948629,1.381436706
2018-10-22 15:00:00,3.259872544,2.971182259,1.226410983,0.952337205
2018-10-22 15:30:00,3.519543743,3.21583098,1.181519904,0.845246792
2018-10-22 16:00:00,3.895617855,3.414743946,0.305130822,0.314831436
2018-10-22 16:30:00,3.956523118,3.478198424,0.284103664,0.239476055
2018-10-22 17:00:00,4.080245769,3.496428268,0.00537653,0.029680669
2018-10-22 17:30:00,4.087418458,3.47285972,0.00537653,0.014953285
2018-10-22 18:00:00,3.992729144,3.404168334,-0.008577297,0.005336493
2018-10-22 18:30:00,3.887825041,3.326728879,-0.008577297,0.003222138
2018-10-22 19:00:00,3.685530031,3.394891819,-0.008577297,0.005336493
2018-10-22 19:30:00,3.514827473,3.239475264,-0.008577297,0.005336493
2018-10-22 20:00:00,3.273278733,3.217698312,-0.008577297,0.005336493
2018-10-22 20:30:00,3.03940246,3.019692127,-0.008577297,0.005336493
2018-10-22 21:00:00,2.788388873,2.771107338,-0.008577297,0.005336493
2018-10-22 21:30:00,2.442771727,2.528014244,-0.008577297,0.005336493
2018-10-22 22:00:00,2.142336967,2.22290449,-0.008577297,0.005336493
2018-10-22 22:30:00,1.934219568,1.978945009,-0.008577297,0.005336493
